,CNPJ_FUNDO,DT_COMPTC,VL_TOTAL,VL_QUOTA,VL_PATRIM_LIQ,CAPTC_DIA,RESG_DIA,NR_COTST,rentabilidade,DENOM_SOCIAL,TAXA_PERFM,TAXA_ADM,CNPJ_CONTROLADOR,CONTROLADOR,dolar
1563,02.543.933/0001-50,2019-10-21,56216441.64,5.4397567,56144944.77,6500.0,36435.57,1633,0.5547692071480315,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,0.0,2.5,62.318.407/0001-19,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,4.1313
1564,03.319.016/0001-50,2019-10-21,256134322.15,3.5445085439999997,255716317.55,334805.5,283811.47,14751,0.5653285111633322,VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DOLAR,0.0,0.85,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,4.1313
1565,04.061.044/0001-82,2019-10-21,285944895.98,18.212027,285928059.68,302000.82,383705.12,769,0.5690436771725205,BB CAMBIAL DÓLAR LP VIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.8,00.000.000/0001-91,BANCO DO BRASIL S.A.,4.1313
1566,04.128.893/0001-06,2019-10-21,67624354.01,2.53862,67574213.46,42569.3,141264.68,2074,0.5686405473908085,BB CAMBIAL DOLAR LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.0,00.000.000/0001-91,BANCO DO BRASIL S.A.,4.1313
1567,04.244.149/0001-77,2019-10-21,75157845.67,2.6735992,75117531.85,0.0,0.0,187,0.5051422439899866,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR SPECIAL,0.0,1.0,60.746.948/0001-12,BANCO BRADESCO S.A.,4.1313
1568,05.114.733/0001-70,2019-10-21,50385048.27,2.561286,50368108.43,111242.0,59182.21,1239,0.5611320639153261,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAMBIAL DÓLAR,0.0,1.0,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,4.1313
1569,00.524.617/0001-06,2019-10-22,42198163.04,10.018542,42193137.09,542401.22,626064.52,1569,-1.484545031802409,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,4.0852
1570,00.822.954/0001-80,2019-10-22,166133489.71,11.164196,166086834.16,1246401.22,628798.42,98,-1.4934804987603467,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,4.0852
1571,01.623.535/0001-81,2019-10-22,574138350.4,86.747024,573999551.56,157000.0,910229.33,295,-1.4927209367240568,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,4.0852
1572,02.222.178/0001-02,2019-10-22,105653243.33,6.309214,105623040.16,35042.68,99857.05,1515,-1.4973487620296377,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,4.0852
1573,02.543.933/0001-50,2019-10-22,55156726.04,5.3586356,55098733.75,62740.0,271682.03,1626,-1.491263386834929,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,0.0,2.5,62.318.407/0001-19,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,4.0852
1574,03.319.016/0001-50,2019-10-22,253264178.22,3.491415765,252541764.66,1235116.85,579324.93,14764,-1.4978883064021065,VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DOLAR,0.0,0.85,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,4.0852
1575,04.061.044/0001-82,2019-10-22,281732532.53,17.940009,281715440.25,256614.49,198557.77,771,-1.4936173771321504,BB CAMBIAL DÓLAR LP VIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.8,00.000.000/0001-91,BANCO DO BRASIL S.A.,4.0852
1576,04.128.893/0001-06,2019-10-22,66604723.09,2.500656,66551822.03,126396.86,138244.19,2076,-1.4954581623086383,BB CAMBIAL DOLAR LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.0,00.000.000/0001-91,BANCO DO BRASIL S.A.,4.0852
1577,04.244.149/0001-77,2019-10-22,74057065.34,2.6343393,74014483.74,0.0,0.0,187,-1.468428775711772,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR SPECIAL,0.0,1.0,60.746.948/0001-12,BANCO BRADESCO S.A.,4.0852
1578,05.114.733/0001-70,2019-10-22,49573195.92,2.523227,49563733.05,45371.68,101296.18,1236,-1.485933238224868,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAMBIAL DÓLAR,0.0,1.0,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,4.0852
1579,00.524.617/0001-06,2019-10-23,42004541.83,9.921888,41997727.58,437869.9,226220.08,1585,-0.9647511584020996,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,4.0715
1580,00.822.954/0001-80,2019-10-23,164735651.8,11.055898,164685540.95,437869.9,228034.12,98,-0.9700474624415478,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,4.0715
1581,01.623.535/0001-81,2019-10-23,569112743.39,85.907524,569076630.17,637000.0,5000.0,296,-0.9677565422878343,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,4.0715
1582,02.222.178/0001-02,2019-10-23,104518013.01,6.247874,104605264.33,30301.0,21167.51,1515,-0.9722288703473914,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,4.0715
1583,02.543.933/0001-50,2019-10-23,52869220.96,5.3067339,52848538.94,32400.0,1748929.34,1623,-0.9685618480943181,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,0.0,2.5,62.318.407/0001-19,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,4.0715
1584,03.319.016/0001-50,2019-10-23,250663571.06,3.457546261,250113873.49,419609.44,397645.05,14771,-0.9700793683619091,VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DOLAR,0.0,0.85,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,4.0715
1585,04.061.044/0001-82,2019-10-23,279498278.64,17.766722,279481112.92,1340741.0,853922.86,769,-0.9659248219997973,BB CAMBIAL DÓLAR LP VIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.8,00.000.000/0001-91,BANCO DO BRASIL S.A.,4.0715
1586,04.128.893/0001-06,2019-10-23,66032078.08,2.476465,65979810.88,98169.32,26367.36,2083,-0.9673861578721743,BB CAMBIAL DOLAR LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.0,00.000.000/0001-91,BANCO DO BRASIL S.A.,4.0715
1587,04.244.149/0001-77,2019-10-23,73378724.12,2.610116,73333907.0,0.0,0.0,187,-0.9195208832818214,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR SPECIAL,0.0,1.0,60.746.948/0001-12,BANCO BRADESCO S.A.,4.0715
1588,05.114.733/0001-70,2019-10-23,49109520.46,2.498879,49097997.11,69007.5,56489.33,1241,-0.9649547979630801,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAMBIAL DÓLAR,0.0,1.0,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,4.0715
1589,00.524.617/0001-06,2019-10-24,42990010.79,9.925052,42980491.03,1025026.5,55656.46,1604,0.031889092076031744,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,4.0083
1590,00.822.954/0001-80,2019-10-24,165759112.28,11.059665,165705564.45,1025026.5,61115.24,98,0.034072311448629655,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,4.0083
1591,01.623.535/0001-81,2019-10-24,569139101.09,85.936787,569152241.29,0.0,118238.6,295,0.03406337260982717,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,4.0083
1592,02.222.178/0001-02,2019-10-24,104461274.92,6.249746,104548797.79,58185.62,145999.99,1515,0.029962191939203464,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,4.0083
1593,02.543.933/0001-50,2019-10-24,51466692.8,5.3081198,51408189.82,127850.0,1582001.42,1623,0.02611587515251035,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,0.0,2.5,62.318.407/0001-19,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,4.0083
1594,03.319.016/0001-50,2019-10-24,251142021.09,3.458649205,250364307.1,787583.17,616934.94,14781,0.03189961657030782,VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DOLAR,0.0,0.85,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,4.0083
1595,04.061.044/0001-82,2019-10-24,280581329.77,17.773638,280564027.76,1067000.0,92867.83,773,0.03892670803311571,BB CAMBIAL DÓLAR LP VIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.8,00.000.000/0001-91,BANCO DO BRASIL S.A.,4.0083
1596,04.128.893/0001-06,2019-10-24,66240926.68,2.477287,66182731.34,313308.4,132288.27,2087,0.03319247394975022,BB CAMBIAL DOLAR LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.0,00.000.000/0001-91,BANCO DO BRASIL S.A.,4.0083
1597,04.244.149/0001-77,2019-10-24,73593686.91,2.6077453,73546638.27,289400.0,10059.95,188,-0.09082738085204323,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR SPECIAL,0.0,1.0,60.746.948/0001-12,BANCO BRADESCO S.A.,4.0083
1598,05.114.733/0001-70,2019-10-24,49210976.8,2.499668,49197383.78,142000.0,58101.2,1244,0.031574157852376494,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAMBIAL DÓLAR,0.0,1.0,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,4.0083
1599,00.524.617/0001-06,2019-10-25,43539046.18,9.855999,43528786.89,899613.65,52284.6,1628,-0.69574446562094,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,4.0127
1600,00.822.954/0001-80,2019-10-25,165476272.01,10.982366,165419306.25,929813.65,57916.79,98,-0.6989271374856276,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,4.0127
1601,01.623.535/0001-81,2019-10-25,586718222.63,85.335861,589514556.07,24520000.0,177802.21,294,-0.6992651470667632,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,4.0127
1602,02.222.178/0001-02,2019-10-25,103676138.03,6.205786,103672243.48,11033.64,152188.92,1513,-0.703388585712128,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,4.0127
1603,02.543.933/0001-50,2019-10-25,51186990.0,5.2709147,51054515.15,151000.0,144350.01,1624,-0.7009091995248573,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,0.0,2.5,62.318.407/0001-19,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,4.0127
1604,03.319.016/0001-50,2019-10-25,249915630.31,3.435110895,247440142.11,1086419.44,2306695.94,14770,-0.6805636710994434,VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DOLAR,0.0,0.85,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,4.0127
1605,04.061.044/0001-82,2019-10-25,280092125.37,17.648653,280074581.78,2043022.72,559535.23,776,-0.7032043749287453,BB CAMBIAL DÓLAR LP VIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.8,00.000.000/0001-91,BANCO DO BRASIL S.A.,4.0127
1606,04.128.893/0001-06,2019-10-25,65986230.77,2.459832,65925330.34,306926.9,98003.42,2092,-0.7046014450485583,BB CAMBIAL DOLAR LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.0,00.000.000/0001-91,BANCO DO BRASIL S.A.,4.0127
1607,04.244.149/0001-77,2019-10-25,72999314.06,2.591128,72950111.1,8500.0,136368.56,187,-0.6372286434568664,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR SPECIAL,0.0,1.0,60.746.948/0001-12,BANCO BRADESCO S.A.,4.0127
1608,05.114.733/0001-70,2019-10-25,48909401.02,2.482274,48893674.95,108222.33,69607.08,1248,-0.6958524091999374,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAMBIAL DÓLAR,0.0,1.0,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,4.0127
1609,00.524.617/0001-06,2019-10-28,43405978.69,9.809123,43395761.25,321308.44,247307.54,1623,-0.4756088144895365,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.9786
1610,00.822.954/0001-80,2019-10-28,164963654.94,10.929967,164903207.46,531308.44,258151.39,98,-0.4771194112452748,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.9786
1611,01.623.535/0001-81,2019-10-28,587383499.55,84.928968,587323917.18,3593752.72,2973502.05,296,-0.47681361063433014,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.9786
1612,02.222.178/0001-02,2019-10-28,103435229.85,6.175938,103574772.05,468414.0,67252.44,1512,-0.48097050075525116,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.9786
1613,02.543.933/0001-50,2019-10-28,50121579.98,5.2455142,50015173.45,21635.7,814945.18,1618,-0.4818992802141153,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,0.0,2.5,62.318.407/0001-19,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,3.9786
1614,03.319.016/0001-50,2019-10-28,247083237.39,3.419127173,245589512.68,616994.54,1316274.1,14756,-0.4653043959443992,VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DOLAR,0.0,0.85,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,3.9786
1615,04.061.044/0001-82,2019-10-28,279425669.92,17.56542,279407934.67,2126271.6,1472050.25,782,-0.471611062895283,BB CAMBIAL DÓLAR LP VIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.8,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.9786
1616,04.128.893/0001-06,2019-10-28,65736979.7,2.448202,65673427.04,139647.45,79858.12,2089,-0.47279651618483687,BB CAMBIAL DOLAR LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.0,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.9786
1617,04.244.149/0001-77,2019-10-28,72621470.19,2.577629,72580062.91,10000.0,0.0,187,-0.5209700176911358,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR SPECIAL,0.0,1.0,60.746.948/0001-12,BANCO BRADESCO S.A.,3.9786
1618,05.114.733/0001-70,2019-10-28,48898141.8,2.470498,48880177.04,282573.33,64107.91,1250,-0.4744037120801292,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAMBIAL DÓLAR,0.0,1.0,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,3.9786
1619,00.524.617/0001-06,2019-10-29,44900633.09,9.841369,44888115.29,1555933.62,206235.55,1640,0.3287347910715388,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.994
1620,00.822.954/0001-80,2019-10-29,166966651.51,10.966371,166902754.89,1655933.62,205621.38,99,0.3330659644260603,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.994
1621,01.623.535/0001-81,2019-10-29,610358674.23,85.212052,610444929.2,21294000.0,130647.62,298,0.33331854450415754,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.994
1622,02.222.178/0001-02,2019-10-29,103742312.63,6.19628,103795554.98,96279.24,216651.5,1509,0.3293750682082486,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,3.994
1623,02.543.933/0001-50,2019-10-29,50251993.43,5.262988,50104099.94,12100.0,89783.66,1615,0.3331189152056879,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,0.0,2.5,62.318.407/0001-19,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,3.994
1624,03.319.016/0001-50,2019-10-29,247984423.29,3.42981721,247162557.38,1440935.96,635736.63,14733,0.3126539745118784,VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DOLAR,0.0,0.85,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,3.994
1625,04.061.044/0001-82,2019-10-29,292599482.5,17.621571,292581561.21,12411800.0,131359.89,784,0.3196678473956105,BB CAMBIAL DÓLAR LP VIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.8,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.994
1626,04.128.893/0001-06,2019-10-29,65961771.94,2.456016,65895571.82,148354.71,135821.79,2086,0.3191730094167067,BB CAMBIAL DOLAR LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.0,00.000.000/0001-91,BANCO DO BRASIL S.A.,3.994
1627,04.244.149/0001-77,2019-10-29,72868953.93,2.5863403,72825353.03,0.0,0.0,187,0.3379578674820971,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR SPECIAL,0.0,1.0,60.746.948/0001-12,BANCO BRADESCO S.A.,3.994
1628,05.114.733/0001-70,2019-10-29,49501117.19,2.47824,49490014.24,704101.0,247439.15,1250,0.31337811242915237,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAMBIAL DÓLAR,0.0,1.0,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,3.994
1629,00.524.617/0001-06,2019-10-30,45447744.42,9.862722,45434781.35,520160.0,70886.47,1649,0.21697184609172915,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,4.018
1630,00.822.954/0001-80,2019-10-30,167784423.17,10.990544,167717044.76,520160.0,73781.66,99,0.22042843525902356,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,4.018
1631,01.623.535/0001-81,2019-10-30,637527503.24,85.401318,637577798.51,26067000.0,290000.66,297,0.2221117735786926,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,4.018
1632,02.222.178/0001-02,2019-10-30,104038882.51,6.209795,103998843.32,114614.99,137714.66,1507,0.21811473981163676,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,4.018
1633,02.543.933/0001-50,2019-10-30,49415989.69,5.2738308,49298194.28,30500.0,939630.1,1614,0.20601985032075998,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,0.0,2.5,62.318.407/0001-19,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,4.018
1634,03.319.016/0001-50,2019-10-30,248946661.17,3.43621132,248137925.06,1128386.89,613797.31,14728,0.18642713615633077,VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DOLAR,0.0,0.85,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,4.018
1635,04.061.044/0001-82,2019-10-30,294044926.51,17.660304,294026379.81,956225.0,154501.18,788,0.21980446578797608,BB CAMBIAL DÓLAR LP VIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.8,00.000.000/0001-91,BANCO DO BRASIL S.A.,4.018
1636,04.128.893/0001-06,2019-10-30,66252441.0,2.461403,66183565.46,176290.1,32831.13,2093,0.21933896196115743,BB CAMBIAL DOLAR LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.0,00.000.000/0001-91,BANCO DO BRASIL S.A.,4.018
1637,04.244.149/0001-77,2019-10-30,73050071.97,2.5926945,73004270.3,0.0,0.0,187,0.2456830603459359,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR SPECIAL,0.0,1.0,60.746.948/0001-12,BANCO BRADESCO S.A.,4.018
1638,05.114.733/0001-70,2019-10-30,49753458.52,2.483597,49740028.99,222890.27,79860.29,1253,0.21616146942990966,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAMBIAL DÓLAR,0.0,1.0,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,4.018
1639,00.524.617/0001-06,2019-10-31,46190983.55,9.895379,46211563.74,766976.43,140636.36,1664,0.3311154871849853,CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,2.0,60.701.190/0001-04,ITAU UNIBANCO S.A.,4.0035
1640,00.822.954/0001-80,2019-10-31,168972320.94,11.0274,168901446.84,796976.43,174997.76,99,0.3353428183354712,ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,4.0035
1641,01.623.535/0001-81,2019-10-31,655823465.45,85.688194,655897522.9,16178000.0,0.0,297,0.3359151904423596,ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,4.0035
1642,02.222.178/0001-02,2019-10-31,104368817.48,6.230401,104473843.6,180016.18,50120.23,1507,0.33183059988293184,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,1.5,60.701.190/0001-04,ITAU UNIBANCO S.A.,4.0035
1643,02.543.933/0001-50,2019-10-31,49599613.7,5.2910354,49434325.35,40000.0,64692.4,1609,0.3262258622328318,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL,0.0,2.5,62.318.407/0001-19,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,4.0035
1644,03.319.016/0001-50,2019-10-31,249688944.5,3.447651538,249053251.89,521106.31,431907.98,14719,0.332931153954763,VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DOLAR,0.0,0.85,03.384.738/0001-98,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,4.0035
1645,04.061.044/0001-82,2019-10-31,295289684.37,17.717659,295270884.56,339216.59,49627.72,790,0.32476790886499796,BB CAMBIAL DÓLAR LP VIP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0.0,0.8,00.000.000/0001-91,BANCO DO BRASIL S.A.,4.0035
